Customer_ID,Segment,City,State,Country,Zipcode
116,Home Office,Caguas,PR,Puerto Rico,725.0
117,Consumer,La Crosse,WI,EE. UU.,54601.0
118,Consumer,Ogden,UT,EE. UU.,84404.0
119,Consumer,Caguas,PR,Puerto Rico,725.0
120,Consumer,Bronx,NY,EE. UU.,10461.0
121,Corporate,Caguas,PR,Puerto Rico,725.0
122,Consumer,Cincinnati,OH,EE. UU.,45238.0
123,Corporate,Bend,OR,EE. UU.,97701.0
124,Consumer,Caguas,PR,Puerto Rico,725.0
125,Consumer,Oxnard,CA,EE. UU.,93030.0
126,Home Office,Amarillo,TX,EE. UU.,79109.0
127,Home Office,Caguas,PR,Puerto Rico,725.0
128,Consumer,Augusta,GA,EE. UU.,30906.0
129,Home Office,Caguas,PR,Puerto Rico,725.0
130,Home Office,Aurora,IL,EE. UU.,60504.0
131,Consumer,Methuen,MA,EE. UU.,1844.0
132,Corporate,Caguas,PR,Puerto Rico,725.0
133,Consumer,Brooklyn,NY,EE. UU.,11219.0
134,Consumer,Brooklyn,NY,EE. UU.,11224.0
135,Consumer,Caguas,PR,Puerto Rico,725.0
136,Corporate,Lynn,MA,EE. UU.,1902.0
137,Consumer,Broken Arrow,OK,EE. UU.,74012.0
138,Consumer,Caguas,PR,Puerto Rico,725.0
139,Home Office,San Diego,CA,EE. UU.,92104.0
140,Corporate,Caguas,PR,Puerto Rico,725.0
141,Consumer,Brooklyn,NY,EE. UU.,11203.0
142,Consumer,Opa Locka,FL,EE. UU.,33055.0
143,Corporate,Caguas,PR,Puerto Rico,725.0
144,Corporate,Bronx,NY,EE. UU.,10462.0
145,Consumer,Dayton,OH,EE. UU.,45424.0
146,Home Office,Caguas,PR,Puerto Rico,725.0
147,Home Office,Hanover,PA,EE. UU.,17331.0
148,Consumer,Caguas,PR,Puerto Rico,725.0
149,Home Office,Colton,CA,EE. UU.,92324.0
150,Corporate,Union,NJ,EE. UU.,7083.0
151,Consumer,Richmond,TX,EE. UU.,77469.0
152,Consumer,Caguas,PR,Puerto Rico,725.0
153,Home Office,Hollywood,FL,EE. UU.,33021.0
154,Corporate,Brandon,FL,EE. UU.,33511.0
155,Consumer,Caguas,PR,Puerto Rico,725.0
156,Consumer,Los Angeles,CA,EE. UU.,90001.0
157,Corporate,Citrus Heights,CA,EE. UU.,95610.0
158,Corporate,Caguas,PR,Puerto Rico,725.0
159,Corporate,Corona,NY,EE. UU.,11368.0
160,Home Office,Brooklyn,NY,EE. UU.,11229.0
161,Corporate,Hialeah,FL,EE. UU.,33010.0
162,Corporate,Caguas,PR,Puerto Rico,725.0
163,Consumer,Rio Rancho,NM,EE. UU.,87124.0
164,Consumer,Caguas,PR,Puerto Rico,725.0
165,Consumer,Antioch,CA,EE. UU.,94509.0
166,Consumer,Florissant,MO,EE. UU.,63031.0
167,Corporate,Columbus,OH,EE. UU.,43228.0
168,Consumer,Caguas,PR,Puerto Rico,725.0
169,Corporate,Bronx,NY,EE. UU.,10466.0
170,Corporate,Broomfield,CO,EE. UU.,80020.0
171,Consumer,Caguas,PR,Puerto Rico,725.0
172,Home Office,Chino,CA,EE. UU.,91710.0
173,Consumer,Lombard,IL,EE. UU.,60148.0
174,Home Office,Caguas,PR,Puerto Rico,725.0
175,Home Office,Los Angeles,CA,EE. UU.,90042.0
176,Corporate,Dundalk,MD,EE. UU.,21222.0
177,Consumer,Caguas,PR,Puerto Rico,725.0
179,Consumer,Los Angeles,CA,EE. UU.,90033.0
180,Corporate,Caguas,PR,Puerto Rico,725.0
181,Home Office,Irwin,PA,EE. UU.,15642.0
182,Consumer,Caguas,PR,Puerto Rico,725.0
183,Consumer,Hayward,CA,EE. UU.,94541.0
184,Consumer,Lindenhurst,NY,EE. UU.,11757.0
185,Consumer,Louisville,KY,EE. UU.,40214.0
186,Home Office,Caguas,PR,Puerto Rico,725.0
187,Consumer,Antioch,CA,EE. UU.,94509.0
188,Consumer,Los Angeles,CA,EE. UU.,90019.0
189,Corporate,San Marcos,TX,EE. UU.,78666.0
190,Corporate,Caguas,PR,Puerto Rico,725.0
191,Home Office,Portland,OR,EE. UU.,97206.0
192,Home Office,Caguas,PR,Puerto Rico,725.0
193,Corporate,Gaithersburg,MD,EE. UU.,20878.0
194,Consumer,Caguas,PR,Puerto Rico,725.0
195,Corporate,Modesto,CA,EE. UU.,95350.0
196,Home Office,Dearborn,MI,EE. UU.,48126.0
197,Consumer,Caguas,PR,Puerto Rico,725.0
198,Home Office,Lancaster,PA,EE. UU.,17601.0
199,Home Office,Caguas,PR,Puerto Rico,725.0
200,Consumer,Lynn,MA,EE. UU.,1902.0
201,Consumer,Jacksonville,FL,EE. UU.,32244.0
202,Home Office,Caguas,PR,Puerto Rico,725.0
203,Home Office,Phoenix,AZ,EE. UU.,85033.0
204,Consumer,Las Vegas,NV,EE. UU.,89123.0
205,Corporate,Caguas,PR,Puerto Rico,725.0
206,Consumer,Pompano Beach,FL,EE. UU.,33068.0
207,Corporate,Caguas,PR,Puerto Rico,725.0
208,Home Office,Bayamon,PR,Puerto Rico,957.0
209,Consumer,Fort Worth,TX,EE. UU.,76133.0
210,Corporate,Caguas,PR,Puerto Rico,725.0
211,Corporate,Lawrenceville,GA,EE. UU.,30043.0
212,Consumer,South Ozone Park,NY,EE. UU.,11420.0
213,Corporate,Enfield,CT,EE. UU.,6082.0
214,Home Office,Caguas,PR,Puerto Rico,725.0
215,Home Office,Flushing,NY,EE. UU.,11354.0
216,Home Office,Visalia,CA,EE. UU.,93277.0
217,Corporate,Caguas,PR,Puerto Rico,725.0
218,Consumer,La Puente,CA,EE. UU.,91744.0
220,Consumer,Salinas,CA,EE. UU.,93906.0
221,Consumer,Columbus,OH,EE. UU.,43230.0
222,Corporate,Carol Stream,IL,EE. UU.,60188.0
223,Home Office,Caguas,PR,Puerto Rico,725.0
224,Corporate,Wheeling,WV,EE. UU.,26003.0
225,Corporate,Caguas,PR,Puerto Rico,725.0
226,Consumer,Oxnard,CA,EE. UU.,93030.0
227,Home Office,Tempe,AZ,EE. UU.,85283.0
228,Consumer,Caguas,PR,Puerto Rico,725.0
229,Consumer,Jacksonville,FL,EE. UU.,32225.0
230,Consumer,Caguas,PR,Puerto Rico,725.0
231,Consumer,Wyoming,MI,EE. UU.,49509.0
232,Corporate,Caguas,PR,Puerto Rico,725.0
233,Corporate,Glendale,AZ,EE. UU.,85301.0
234,Consumer,Miami,FL,EE. UU.,33157.0
235,Consumer,Piscataway,NJ,EE. UU.,8854.0
236,Home Office,Caguas,PR,Puerto Rico,725.0
237,Consumer,San Jose,CA,EE. UU.,95148.0
238,Corporate,Caguas,PR,Puerto Rico,725.0
239,Corporate,Mcallen,TX,EE. UU.,78501.0
240,Consumer,Caguas,PR,Puerto Rico,725.0
241,Corporate,Hamilton,OH,EE. UU.,45013.0
242,Corporate,Mililani,HI,EE. UU.,96789.0
243,Consumer,Caguas,PR,Puerto Rico,725.0
244,Home Office,Long Beach,CA,EE. UU.,90805.0
245,Consumer,Yonkers,NY,EE. UU.,10701.0
246,Consumer,Oak Lawn,IL,EE. UU.,60453.0
247,Consumer,Caguas,PR,Puerto Rico,725.0
248,Corporate,Houston,TX,EE. UU.,77083.0
249,Consumer,Portland,OR,EE. UU.,97206.0
250,Consumer,Caguas,PR,Puerto Rico,725.0
251,Corporate,Saint Paul,MN,EE. UU.,55112.0
252,Corporate,Richardson,TX,EE. UU.,75080.0
253,Consumer,Caguas,PR,Puerto Rico,725.0
254,Consumer,San Antonio,TX,EE. UU.,78223.0
255,Corporate,Caguas,PR,Puerto Rico,725.0
256,Consumer,Chicago,IL,EE. UU.,60625.0
257,Consumer,Humacao,PR,Puerto Rico,791.0
258,Corporate,Philadelphia,PA,EE. UU.,19131.0
259,Consumer,Caguas,PR,Puerto Rico,725.0
260,Corporate,North Hollywood,CA,EE. UU.,91605.0
261,Corporate,Cerritos,CA,EE. UU.,90703.0
262,Home Office,Chicago,IL,EE. UU.,60621.0
263,Consumer,Caguas,PR,Puerto Rico,725.0
264,Corporate,Goleta,CA,EE. UU.,93117.0
265,Home Office,Dubuque,IA,EE. UU.,52001.0
266,Corporate,Caguas,PR,Puerto Rico,725.0
267,Consumer,Columbus,OH,EE. UU.,43229.0
268,Home Office,Caguas,PR,Puerto Rico,725.0
269,Consumer,Chicago,IL,EE. UU.,60609.0
270,Consumer,Caguas,PR,Puerto Rico,725.0
271,Corporate,Fremont,CA,EE. UU.,94538.0
272,Corporate,Caguas,PR,Puerto Rico,725.0
273,Corporate,Jamaica,NY,EE. UU.,11435.0
274,Consumer,San Antonio,TX,EE. UU.,78240.0
275,Consumer,Caguas,PR,Puerto Rico,725.0
276,Corporate,West Covina,CA,EE. UU.,91790.0
277,Corporate,Caguas,PR,Puerto Rico,725.0
278,Consumer,Brooklyn,NY,EE. UU.,11214.0
279,Consumer,Bayamon,PR,Puerto Rico,957.0
280,Corporate,Caguas,PR,Puerto Rico,725.0
281,Corporate,Juana Diaz,PR,Puerto Rico,795.0
282,Home Office,Caguas,PR,Puerto Rico,725.0
283,Consumer,Wilmington,CA,EE. UU.,90744.0
284,Consumer,Caguas,PR,Puerto Rico,725.0
285,Consumer,Lancaster,CA,EE. UU.,93535.0
286,Corporate,Santa Cruz,CA,EE. UU.,95060.0
287,Consumer,Caguas,PR,Puerto Rico,725.0
288,Consumer,San Juan,PR,Puerto Rico,921.0
289,Corporate,Morristown,NJ,EE. UU.,7960.0
290,Consumer,Caguas,PR,Puerto Rico,725.0
291,Corporate,Bristol,CT,EE. UU.,6010.0
292,Home Office,Columbus,OH,EE. UU.,43207.0
293,Corporate,Caguas,PR,Puerto Rico,725.0
294,Consumer,Newark,DE,EE. UU.,19711.0
295,Home Office,Caguas,PR,Puerto Rico,725.0
296,Corporate,Detroit,MI,EE. UU.,48213.0
297,Corporate,Caguas,PR,Puerto Rico,725.0
298,Corporate,Chicago,IL,EE. UU.,60623.0
299,Consumer,Troy,MI,EE. UU.,48098.0
300,Consumer,Plano,TX,EE. UU.,75093.0
301,Home Office,Caguas,PR,Puerto Rico,725.0
302,Corporate,Fullerton,CA,EE. UU.,92833.0
303,Consumer,Caguas,PR,Puerto Rico,725.0
304,Home Office,New Haven,CT,EE. UU.,6511.0
305,Consumer,Caguas,PR,Puerto Rico,725.0
306,Home Office,Phoenix,AZ,EE. UU.,85032.0
307,Consumer,Baltimore,MD,EE. UU.,21206.0
308,Home Office,South Ozone Park,NY,EE. UU.,11420.0
309,Corporate,Caguas,PR,Puerto Rico,725.0
310,Corporate,York,PA,EE. UU.,17404.0
311,Home Office,Austin,TX,EE. UU.,78753.0
312,Consumer,Houston,TX,EE. UU.,77055.0
313,Consumer,Caguas,PR,Puerto Rico,725.0
314,Consumer,Milwaukee,WI,EE. UU.,53215.0
315,Home Office,Modesto,CA,EE. UU.,95350.0
316,Consumer,Caguas,PR,Puerto Rico,725.0
317,Consumer,Wayne,NJ,EE. UU.,7470.0
318,Consumer,Caguas,PR,Puerto Rico,725.0
319,Corporate,Chicago,IL,EE. UU.,60623.0
320,Consumer,Chicago,IL,EE. UU.,60617.0
321,Consumer,Ann Arbor,MI,EE. UU.,48103.0
322,Consumer,Caguas,PR,Puerto Rico,725.0
323,Consumer,New York,NY,EE. UU.,10025.0
324,Corporate,Pico Rivera,CA,EE. UU.,90660.0
325,Corporate,Washington,DC,EE. UU.,20019.0
326,Consumer,Caguas,PR,Puerto Rico,725.0
327,Consumer,Carrollton,TX,EE. UU.,75007.0
328,Consumer,Caguas,PR,Puerto Rico,725.0
329,Consumer,Miami,FL,EE. UU.,33125.0
330,Corporate,Caguas,PR,Puerto Rico,725.0
331,Home Office,Tempe,AZ,EE. UU.,85281.0
332,Consumer,Placentia,CA,EE. UU.,92870.0
333,Consumer,Caguas,PR,Puerto Rico,725.0
334,Consumer,Tracy,CA,EE. UU.,95376.0
335,Consumer,Caguas,PR,Puerto Rico,725.0
336,Consumer,New York,NY,EE. UU.,10029.0
337,Corporate,New Haven,CT,EE. UU.,6511.0
338,Consumer,Caguas,PR,Puerto Rico,725.0
340,Consumer,Denton,TX,EE. UU.,76201.0
341,Consumer,Carlsbad,CA,EE. UU.,92009.0
342,Home Office,Caguas,PR,Puerto Rico,725.0
343,Corporate,San Antonio,TX,EE. UU.,78227.0
344,Consumer,Caguas,PR,Puerto Rico,725.0
345,Corporate,Chicago,IL,EE. UU.,60638.0
346,Consumer,Caguas,PR,Puerto Rico,725.0
347,Home Office,Dallas,TX,EE. UU.,75287.0
348,Home Office,Caguas,PR,Puerto Rico,725.0
349,Consumer,Florissant,MO,EE. UU.,63031.0
350,Consumer,Caguas,PR,Puerto Rico,725.0
351,Corporate,Stockton,CA,EE. UU.,95206.0
352,Home Office,Caguas,PR,Puerto Rico,725.0
353,Home Office,San Antonio,TX,EE. UU.,78223.0
354,Home Office,Caguas,PR,Puerto Rico,725.0
355,Consumer,Carmichael,CA,EE. UU.,95608.0
356,Consumer,Catonsville,MD,EE. UU.,21228.0
357,Home Office,Caguas,PR,Puerto Rico,725.0
358,Consumer,San Antonio,TX,EE. UU.,78227.0
359,Consumer,Caguas,PR,Puerto Rico,725.0
361,Consumer,Caguas,PR,Puerto Rico,725.0
362,Corporate,Diamond Bar,CA,EE. UU.,91765.0
363,Consumer,Caguas,PR,Puerto Rico,725.0
364,Home Office,Tulare,CA,EE. UU.,93274.0
365,Consumer,Garden Grove,CA,EE. UU.,92843.0
366,Corporate,Caguas,PR,Puerto Rico,725.0
367,Corporate,San Francisco,CA,EE. UU.,94109.0
368,Corporate,Caguas,PR,Puerto Rico,725.0
369,Corporate,Chicago,IL,EE. UU.,60624.0
370,Consumer,Caguas,PR,Puerto Rico,725.0
371,Corporate,San Antonio,TX,EE. UU.,78223.0
372,Home Office,Caguas,PR,Puerto Rico,725.0
373,Consumer,Union City,NJ,EE. UU.,7087.0
374,Home Office,Mesa,AZ,EE. UU.,85204.0
375,Home Office,Dallas,TX,EE. UU.,75220.0
376,Home Office,Caguas,PR,Puerto Rico,725.0
377,Consumer,Lancaster,CA,EE. UU.,93535.0
378,Home Office,Roswell,GA,EE. UU.,30075.0
379,Home Office,Wyandotte,MI,EE. UU.,48192.0
380,Corporate,Caguas,PR,Puerto Rico,725.0
381,Consumer,Fairfield,OH,EE. UU.,45014.0
382,Consumer,Caguas,PR,Puerto Rico,725.0
383,Corporate,Huntington Beach,CA,EE. UU.,92646.0
384,Consumer,Las Vegas,NV,EE. UU.,89119.0
385,Consumer,Caguas,PR,Puerto Rico,725.0
386,Consumer,Richmond,TX,EE. UU.,77469.0
387,Consumer,Caguas,PR,Puerto Rico,725.0
388,Consumer,Los Angeles,CA,EE. UU.,90046.0
389,Consumer,Modesto,CA,EE. UU.,95351.0
390,Home Office,Caguas,PR,Puerto Rico,725.0
391,Consumer,Saginaw,MI,EE. UU.,48601.0
392,Consumer,Doylestown,PA,EE. UU.,18901.0
393,Corporate,Caguas,PR,Puerto Rico,725.0
394,Consumer,Lakewood,OH,EE. UU.,44107.0
395,Home Office,Revere,MA,EE. UU.,2151.0
396,Consumer,Richmond,TX,EE. UU.,77469.0
397,Consumer,Cumberland,MD,EE. UU.,21502.0
398,Corporate,Caguas,PR,Puerto Rico,725.0
399,Consumer,Las Vegas,NV,EE. UU.,89103.0
400,Corporate,Caguas,PR,Puerto Rico,725.0
401,Consumer,Aurora,CO,EE. UU.,80012.0
402,Consumer,Caguas,PR,Puerto Rico,725.0
403,Consumer,Las Vegas,NV,EE. UU.,89117.0
404,Consumer,Caguas,PR,Puerto Rico,725.0
405,Corporate,Fort Lauderdale,FL,EE. UU.,33313.0
406,Corporate,Asheboro,NC,EE. UU.,27203.0
407,Consumer,Atlanta,GA,EE. UU.,30331.0
408,Consumer,Caguas,PR,Puerto Rico,725.0
409,Consumer,Greensboro,NC,EE. UU.,27406.0
410,Consumer,Caguas,PR,Puerto Rico,725.0
411,Consumer,Washington,DC,EE. UU.,20009.0
412,Home Office,Caguas,PR,Puerto Rico,725.0
413,Corporate,Potomac,MD,EE. UU.,20854.0
415,Corporate,San Diego,CA,EE. UU.,92113.0
416,Consumer,Caguas,PR,Puerto Rico,725.0
417,Corporate,New York,NY,EE. UU.,10024.0
418,Consumer,Gardena,CA,EE. UU.,90247.0
419,Consumer,Caguas,PR,Puerto Rico,725.0
420,Consumer,Round Rock,TX,EE. UU.,78664.0
421,Consumer,San Ramon,CA,EE. UU.,94583.0
422,Consumer,Caguas,PR,Puerto Rico,725.0
423,Consumer,Huntington Beach,CA,EE. UU.,92646.0
424,Consumer,Carlisle,PA,EE. UU.,17013.0
425,Consumer,Caguas,PR,Puerto Rico,725.0
426,Home Office,Endicott,NY,EE. UU.,13760.0
427,Corporate,Caguas,PR,Puerto Rico,725.0
428,Consumer,Spring Valley,CA,EE. UU.,91977.0
429,Consumer,Caguas,PR,Puerto Rico,725.0
430,Consumer,Porterville,CA,EE. UU.,93257.0
431,Consumer,Columbus,OH,EE. UU.,43207.0
432,Consumer,Caguas,PR,Puerto Rico,725.0
433,Corporate,Las Vegas,NV,EE. UU.,89115.0
434,Consumer,Caguas,PR,Puerto Rico,725.0
435,Consumer,Chicago,IL,EE. UU.,60628.0
436,Corporate,Tampa,FL,EE. UU.,33614.0
437,Consumer,Caguas,PR,Puerto Rico,725.0
438,Consumer,Carlsbad,CA,EE. UU.,92009.0
439,Consumer,Caguas,PR,Puerto Rico,725.0
440,Consumer,Brooklyn,NY,EE. UU.,11203.0
441,Home Office,Brooklyn,NY,EE. UU.,11213.0
442,Consumer,Allentown,PA,EE. UU.,18103.0
443,Corporate,Caguas,PR,Puerto Rico,725.0
444,Corporate,Sunnyvale,CA,EE. UU.,94086.0
445,Corporate,Fort Washington,MD,EE. UU.,20744.0
446,Corporate,Mission Viejo,CA,EE. UU.,92691.0
447,Consumer,Caguas,PR,Puerto Rico,725.0
448,Consumer,Modesto,CA,EE. UU.,95351.0
449,Consumer,Columbus,OH,EE. UU.,43228.0
450,Home Office,Caguas,PR,Puerto Rico,725.0
451,Consumer,Asheboro,NC,EE. UU.,27203.0
452,Home Office,Caguas,PR,Puerto Rico,725.0
453,Corporate,Lancaster,SC,EE. UU.,29720.0
454,Consumer,Caguas,PR,Puerto Rico,725.0
455,Consumer,Colorado Springs,CO,EE. UU.,80918.0
456,Consumer,Caguas,PR,Puerto Rico,725.0
457,Home Office,Brooklyn,NY,EE. UU.,11230.0
458,Consumer,San Francisco,CA,EE. UU.,94109.0
459,Home Office,Sanford,NC,EE. UU.,27330.0
460,Home Office,Milford,CT,EE. UU.,6460.0
461,Consumer,Caguas,PR,Puerto Rico,725.0
462,Corporate,Newark,NJ,EE. UU.,7105.0
463,Corporate,Caguas,PR,Puerto Rico,725.0
464,Consumer,Morrisville,PA,EE. UU.,19067.0
465,Consumer,Caguas,PR,Puerto Rico,725.0
466,Corporate,Bronx,NY,EE. UU.,10466.0
467,Consumer,Modesto,CA,EE. UU.,95350.0
468,Consumer,Caguas,PR,Puerto Rico,725.0
470,Consumer,Far Rockaway,NY,EE. UU.,11691.0
471,Home Office,Caguas,PR,Puerto Rico,725.0
472,Consumer,Bellflower,CA,EE. UU.,90706.0
473,Corporate,Elmhurst,IL,EE. UU.,60126.0
474,Consumer,Philadelphia,PA,EE. UU.,19139.0
475,Consumer,Caguas,PR,Puerto Rico,725.0
476,Corporate,Eugene,OR,EE. UU.,97405.0
477,Corporate,Caguas,PR,Puerto Rico,725.0
478,Corporate,Plainfield,IL,EE. UU.,60544.0
479,Consumer,Caguas,PR,Puerto Rico,725.0
480,Consumer,Austin,TX,EE. UU.,78745.0
481,Consumer,Los Angeles,CA,EE. UU.,90024.0
482,Consumer,Caguas,PR,Puerto Rico,725.0
483,Consumer,Granada Hills,CA,EE. UU.,91344.0
484,Consumer,Hyattsville,MD,EE. UU.,20783.0
485,Consumer,Caguas,PR,Puerto Rico,725.0
486,Home Office,Lancaster,OH,EE. UU.,43130.0
487,Consumer,Caguas,PR,Puerto Rico,725.0
488,Consumer,San Francisco,CA,EE. UU.,94110.0
489,Corporate,Portland,OR,EE. UU.,97223.0
490,Corporate,Caguas,PR,Puerto Rico,725.0
491,Home Office,Henderson,NV,EE. UU.,89014.0
492,Consumer,Bayamon,PR,Puerto Rico,957.0
493,Consumer,Caguas,PR,Puerto Rico,725.0
494,Consumer,Greeley,CO,EE. UU.,80631.0
495,Corporate,Caguas,PR,Puerto Rico,725.0
496,Corporate,Revere,MA,EE. UU.,2151.0
497,Corporate,Caguas,PR,Puerto Rico,725.0
498,Home Office,Chicago,IL,EE. UU.,60617.0
499,Home Office,San Diego,CA,EE. UU.,92114.0
500,Consumer,Michigan City,IN,EE. UU.,46360.0
501,Consumer,Caguas,PR,Puerto Rico,725.0
502,Home Office,South Richmond Hill,NY,EE. UU.,11419.0
503,Consumer,Caguas,PR,Puerto Rico,725.0
504,Consumer,Orange Park,FL,EE. UU.,32073.0
505,Corporate,Scottsdale,AZ,EE. UU.,85254.0
506,Consumer,Caguas,PR,Puerto Rico,725.0
507,Consumer,Simi Valley,CA,EE. UU.,93065.0
508,Consumer,Rancho Cordova,CA,EE. UU.,95670.0
509,Consumer,Caguas,PR,Puerto Rico,725.0
510,Home Office,Hialeah,FL,EE. UU.,33010.0
511,Consumer,Caguas,PR,Puerto Rico,725.0
512,Consumer,Fremont,CA,EE. UU.,94539.0
513,Home Office,Caguas,PR,Puerto Rico,725.0
